Ранг ГЛ;Ранг РУ;Уровень;По-английски;По-французски;Инфинитив;Подробности;Разговорный;Неправильный;Группа ;Суффикс спряжения;Совершенный вид;Пара аспектов;Возвратный;Движение;Я;Ты;Он/Она/Оно;Мы;Вы;Они;Повелительное накл. 1;Повелительное накл. 2;Деепричастие Наст. время;Деепричастие Прош. время;Действит. причастие Наст. время;Действит. причастие Прош. время;Страдат. причастие Наст. время;Страдат. причастие Прош. время
85;489;A1;"be sick; be ill (with)";être malade;болеть;;;;;;несовер.;;not reflexive;movement;болею;болеешь;болеет;болеете;болеем;болеют;болей;болейте;болея;болев;болеющий;болевший;болеющий;болевший
86;490;A1;"set; assign";donner;задавать;;;;;;несовер.;задавать/задать;not reflexive;not movement;задаю;задаёшь;задаёт;задаёте;задаём;задают;задавай;задавайте;задавая;задавав;задающий;задававший;задаваемый;
10000;10000;A1;"set; assign";donner;задать;;;неправ.;;;совер.;задавать/задать;not reflexive;not movement;задам;задашь;задаст;зададите;зададим;зададут;задай;задайте;;задав, *задавши;;задавший;;заданный
87;509;A1;pay (for);"payer; verser";заплатить;;;;;;совер.;;not reflexive;not movement;заплачу;заплатишь;заплатит;заплатите;заплатим;заплатят;заплати;заплатите;;заплатив;;заплативший;;
88;519;A1;"go for a walk; walk";se promener;гулять;;;;;;несовер.;;not reflexive;movement;гуляю;гуляешь;гуляет;гуляете;гуляем;гуляют;гуляй;гуляйте;гуляя;гуляв;гуляющий;гулявший;гуляющий;гулявший
89;528;A1;run;courir;бегать;;;;;;несовер.;бегать/бежать;not reflexive;movement;бегаю;бегаешь;бегает;бегаете;бегаем;бегают;бегай;бегайте;бегая;бегав;бегающий;бегавший;бегающий;бегавший
90;546;A1;"shut; close";fermer;закрывать;;;;;;несовер.;закрывать/закрыть;not reflexive;not movement;закрываю;закрываешь;закрывает;закрываете;закрываем;закрывают;закрывай;закрывайте;закрывая;закрывав;закрывающий;закрывавший;закрываемый;
10000;10000;A1;"shut; close";fermer;закрыть;;;;;;совер.;закрывать/закрыть;not reflexive;not movement;закрою;закроешь;закроет;закроете;закроем;закроют;закрой;закройте;;закрыв, *закрывши;;закрывший;;закрытый
91;548;A1;"invite; ask";"inviter à; pour";приглашать;;;;;;несовер.;приглашать/пригласить;not reflexive;not movement;приглашаю;приглашаешь;приглашает;приглашаете;приглашаем;приглашают;приглашай;приглашайте;приглашая;приглашав;приглашающий;приглашавший;приглашаемый;
10000;10000;A1;"invite; ask";"inviter à; pour";пригласить;;;;;;совер.;приглашать/пригласить;not reflexive;not movement;приглашу;пригласишь;пригласит;пригласите;пригласим;пригласят;пригласи;пригласите;;пригласив, *пригласивши;;пригласивший;;приглашённый
92;565;A1;"rest; relax";"se reposer; se délasser";отдыхать;;;;;;несовер.;отдыхать/отдохнуть;not reflexive;movement;отдыхаю;отдыхаешь;отдыхает;отдыхаете;отдыхаем;отдыхают;отдыхай;отдыхайте;отдыхая;отдыхав;отдыхающий;отдыхавший;отдыхающий;отдыхавший
